Period,Domain,Notice ID,Date,URLs Claimed,URLs Removed,Reporter,Owner,Lumen URL
S1 2025,mundodeportivo.com,29386443,2025-01-03,31,0,𝙄𝙯𝙖𝙗𝙚𝙡𝙡𝙖 𝘽𝙡𝙖𝙞𝙧,𝙄𝙯𝙖𝙗𝙚𝙡𝙡𝙖 𝘽𝙡𝙖𝙞𝙧,https://lumendatabase.org/notices/47722758
S1 2025,soccernet.ng,29400544,2025-01-03,6167,2042,Remove Your Media LLC,"NBA Properties, Inc.",https://lumendatabase.org/notices/47716137
S2 2024,vringe.com,29319521,2024-12-30,66,52,Mass Media group,Mass Media group,https://lumendatabase.org/notices/47597319
S2 2024,mundodeportivo.com,29205865,2024-12-25,30,0,𝙄𝙯𝙖𝙗𝙚𝙡𝙡𝙖 𝘽𝙡𝙖𝙞𝙧,𝙄𝙯𝙖𝙗𝙚𝙡𝙡𝙖 𝘽𝙡𝙖𝙞𝙧,https://lumendatabase.org/notices/47476007
S2 2024,vringe.com,29176144,2024-12-24,185,0,LinkBusters,LinkBusters,https://lumendatabase.org/notices/47458542
S2 2024,mundodeportivo.com,29143250,2024-12-23,24,0,Sophie Rain,sophie rain,https://lumendatabase.org/notices/47415450
S2 2024,mundodeportivo.com,29056506,2024-12-18,443,357,Leak Cleaner,Leak Cleaner,https://lumendatabase.org/notices/47300351
S2 2024,mundodeportivo.com,28997396,2024-12-17,26,0,Sophie Rain,sophie rain,https://lumendatabase.org/notices/47247529
S2 2024,mundodeportivo.com,29018162,2024-12-17,26,0,Sophie Rain,sophie rain,https://lumendatabase.org/notices/47247309
S2 2024,mundodeportivo.com,29000541,2024-12-16,84,81,Leak Cleaner,Leak Cleaner,https://lumendatabase.org/notices/47240138
S2 2024,mundodeportivo.com,28932861,2024-12-12,80,63,Leak Cleaner,Leak Cleaner,https://lumendatabase.org/notices/55471058
S2 2024,mundodeportivo.com,28910696,2024-12-11,139,122,Leak Cleaner,Leak Cleaner,https://lumendatabase.org/notices/47113716
S2 2024,mundodeportivo.com,28875988,2024-12-11,26,0,Sophie Rain,sophie rain,https://lumendatabase.org/notices/47086776
S2 2024,mundodeportivo.com,28883050,2024-12-11,23,0,Sophie Rain,sophie rain,https://lumendatabase.org/notices/47086943
S2 2024,mundodeportivo.com,28887288,2024-12-11,126,114,Leak Cleaner,Leak Cleaner,https://lumendatabase.org/notices/47084429
S2 2024,mundodeportivo.com,28740012,2024-12-10,24,0,Sophie Rain,sophie rain,https://lumendatabase.org/notices/47056140
S2 2024,mundodeportivo.com,28811824,2024-12-09,48,42,Leak Cleaner,Leak Cleaner,https://lumendatabase.org/notices/47028811
S2 2024,vringe.com,28874401,2024-12-08,135,0,LinkBusters,LinkBusters,https://lumendatabase.org/notices/46997809
S2 2024,mundodeportivo.com,28744781,2024-12-05,196,193,Leak Cleaner,Leak Cleaner,https://lumendatabase.org/notices/46942016
S2 2024,mundodeportivo.com,28815906,2024-12-05,66,61,Leak Cleaner,Leak Cleaner,https://lumendatabase.org/notices/55091590
S2 2024,vringe.com,28835379,2024-12-05,60,0,LinkBusters,LinkBusters,https://lumendatabase.org/notices/46933376
S2 2024,mundodeportivo.com,28682935,2024-12-01,220,216,Leak Cleaner,Leak Cleaner,https://lumendatabase.org/notices/46798955
S2 2024,mundodeportivo.com,28590333,2024-11-28,276,182,Privacy Removals LImited,Vanessa sierra,https://lumendatabase.org/notices/46706316
S2 2024,mundodeportivo.com,28550418,2024-11-27,207,203,Leak Cleaner,Leak Cleaner,https://lumendatabase.org/notices/55162840
S2 2024,mundodeportivo.com,28421726,2024-11-19,24,0,Alina Rose,Alina Rose,https://lumendatabase.org/notices/46450654
S2 2024,mundodeportivo.com,28345257,2024-11-16,356,333,Leak Cleaner,Leak Cleaner,https://lumendatabase.org/notices/46371707
S2 2024,vringe.com,28352809,2024-11-16,2,0,Betlix,Betlix,https://lumendatabase.org/notices/46378145
S2 2024,mundodeportivo.com,28325034,2024-11-12,12,11,Rulta OU,la joaqui,https://lumendatabase.org/notices/46245097
S2 2024,mundodeportivo.com,28272728,2024-11-12,731,269,Rulta OU,corinna,https://lumendatabase.org/notices/46245181
S2 2024,mundodeportivo.com,28296276,2024-11-12,64,55,Rulta OU,Aishah Sofey,https://lumendatabase.org/notices/46244697
S2 2024,mundodeportivo.com,28212379,2024-11-12,7,4,Rulta OU,paigevanzant,https://lumendatabase.org/notices/46243091
S2 2024,mundodeportivo.com,28215741,2024-11-12,1,0,Rulta OU,dua lupe,https://lumendatabase.org/notices/46240606
S2 2024,mundodeportivo.com,28209765,2024-11-12,76,64,Leak Cleaner,Leak Cleaner,https://lumendatabase.org/notices/46235224
S2 2024,mundodeportivo.com,28157443,2024-11-09,108,102,Leak Cleaner,Leak Cleaner,https://lumendatabase.org/notices/46175135
S2 2024,mundodeportivo.com,28071917,2024-11-03,64,60,Leak Cleaner,Leak Cleaner,https://lumendatabase.org/notices/45929551
S2 2024,mundodeportivo.com,28021831,2024-11-01,215,73,Privacy Removals LImited,Vanessa sierra,https://lumendatabase.org/notices/45869869
S2 2024,mundodeportivo.com,27805764,2024-10-27,55,37,Leak Cleaner,Leak Cleaner,https://lumendatabase.org/notices/45737007
S2 2024,mundodeportivo.com,27732115,2024-10-25,34,31,Leak Cleaner,Leak Cleaner,https://lumendatabase.org/notices/45699376
S2 2024,mundodeportivo.com,27913283,2024-10-18,379,361,Traqeer,Alina Becker,https://lumendatabase.org/notices/45501806
S2 2024,mundodeportivo.com,27623641,2024-10-14,10,6,Leak Cleaner,Leak Cleaner,https://lumendatabase.org/notices/45404016
S2 2024,mundodeportivo.com,27496907,2024-10-08,21,0,Sophie Rain,sophie rain,https://lumendatabase.org/notices/45252663
S2 2024,topmercato.com,26115477,2024-09-25,1118,245,LockLeaks,BANDITAA,https://lumendatabase.org/notices/43577517
S2 2024,mundodeportivo.com,27195638,2024-09-23,396,217,Bruqi OÜ,ericafontaine,https://lumendatabase.org/notices/44858332
S2 2024,topmercato.com,27030220,2024-09-17,1,0,Positive Celebrity Gossip’s,Positive Celebrity Gossip’s,https://lumendatabase.org/notices/44684410
S2 2024,mundodeportivo.com,26957612,2024-09-14,29,10,Leak Cleaner,Leak Cleaner,https://lumendatabase.org/notices/44693735
S2 2024,mundodeportivo.com,26702847,2024-09-04,27,23,Leak Cleaner,Leak Cleaner,https://lumendatabase.org/notices/44317346
S2 2024,topmercato.com,26141249,2024-09-03,1133,236,LockLeaks,BANDITAA,https://lumendatabase.org/notices/43642216
S2 2024,mundodeportivo.com,26532133,2024-08-26,212,208,Leak Cleaner,Leak Cleaner,https://lumendatabase.org/notices/44097381
S2 2024,mundodeportivo.com,26422497,2024-08-20,43,37,Bruqi OÜ,ericafontaine,https://lumendatabase.org/notices/43958123
S2 2024,mundodeportivo.com,26283783,2024-08-13,371,259,Privacy Removals LImited,Vanessa sierra,https://lumendatabase.org/notices/43781651
S2 2024,topmercato.com,26164954,2024-08-06,1146,242,LockLeaks,BANDITAA,https://lumendatabase.org/notices/43607575
S2 2024,topmercato.com,26093860,2024-08-04,1130,264,LockLeaks,BANDITAA,https://lumendatabase.org/notices/43555708
S2 2024,mundodeportivo.com,26023962,2024-07-31,959,341,Bruqi OÜ,ericafontaine,https://lumendatabase.org/notices/43470741
S2 2024,mundodeportivo.com,25611603,2024-07-12,104,85,Bruqi OÜ,ericafontaine,https://lumendatabase.org/notices/42994670
S2 2024,mundodeportivo.com,25361858,2024-07-01,974,908,Privacy Removals Limited,Vanessa sierra,https://lumendatabase.org/notices/42728546
S2 2024,mrfixitstips.co.uk,25490835,2024-07-01,373,369,Ceartas DMCA,Ruby onyx,https://lumendatabase.org/notices/42715803
S1 2024,observador.pt,25340239,2024-06-25,2,0,Red Points Solutions SL,Hearst Magazines SL,https://lumendatabase.org/notices/42570342
S1 2024,observador.pt,25305257,2024-06-24,13,0,Shannon Chittarat,Shannon Chittarat,https://lumendatabase.org/notices/42548993
S1 2024,observador.pt,25273205,2024-06-24,33,0,Dan Vesci,Dan Vesci,https://lumendatabase.org/notices/42546968
S1 2024,footballwhispers.com,25399291,2024-06-24,46,0,Ashley Johnson,Ashley Johnson,https://lumendatabase.org/notices/42548842
S1 2024,footballwhispers.com,25532285,2024-06-24,36,1,Renee Bridgers,Renee Bridgers,https://lumendatabase.org/notices/42547126
S1 2024,footballwhispers.com,25273205,2024-06-24,33,0,Dan Vesci,Dan Vesci,https://lumendatabase.org/notices/42546968
S1 2024,footballwhispers.com,25496107,2024-06-24,52,0,Charles Molnar,Charles Molnar,https://lumendatabase.org/notices/42546977
S1 2024,observador.pt,25221621,2024-06-23,53,0,Adam Eidenschink,Adam Eidenschink,https://lumendatabase.org/notices/42526068
S1 2024,observador.pt,25246613,2024-06-23,37,0,Clint Berlalu,Clint Berlalu,https://lumendatabase.org/notices/42525510
S1 2024,observador.pt,25239653,2024-06-23,27,2,Shashi Thornell,Shashi Thornell,https://lumendatabase.org/notices/42520858
S1 2024,observador.pt,25241486,2024-06-23,43,0,Travis Duncan,Travis Duncan,https://lumendatabase.org/notices/42519679
S1 2024,observador.pt,25221807,2024-06-23,45,0,Derrick Rajput,Derrick Rajput,https://lumendatabase.org/notices/42520125
S1 2024,observador.pt,25246391,2024-06-23,50,3,Roberta Park,Roberta Park,https://lumendatabase.org/notices/42521244
S1 2024,observador.pt,25248924,2024-06-23,22,0,Lupita Williams,Lupita Williams,https://lumendatabase.org/notices/42521420
S1 2024,observador.pt,25253151,2024-06-23,51,0,Marc Ruckoldt,Marc Ruckoldt,https://lumendatabase.org/notices/42520269
S1 2024,observador.pt,25225460,2024-06-23,54,0,Jessica Guadalupe,Jessica Guadalupe,https://lumendatabase.org/notices/42520803
S1 2024,observador.pt,25236030,2024-06-23,48,0,Shelly Hancock,Shelly Hancock,https://lumendatabase.org/notices/42520019
S1 2024,observador.pt,25228793,2024-06-23,43,0,Melanie Chavez,Melanie Chavez,https://lumendatabase.org/notices/42519457
S1 2024,footballwhispers.com,25227258,2024-06-23,35,0,Karen Lane,Karen Lane,https://lumendatabase.org/notices/42519406
S1 2024,footballwhispers.com,25245950,2024-06-23,49,3,Heather Rakhi,Heather Rakhi,https://lumendatabase.org/notices/42519409
S1 2024,footballwhispers.com,25217121,2024-06-23,49,1,Matt Malone,Matt Malone,https://lumendatabase.org/notices/42520748
S1 2024,footballwhispers.com,25246019,2024-06-23,47,0,Chris Breaux,Chris Breaux,https://lumendatabase.org/notices/42521192
S1 2024,footballwhispers.com,25225460,2024-06-23,54,0,Jessica Guadalupe,Jessica Guadalupe,https://lumendatabase.org/notices/42520803
S1 2024,footballwhispers.com,25236030,2024-06-23,48,0,Shelly Hancock,Shelly Hancock,https://lumendatabase.org/notices/42520019
S1 2024,footballwhispers.com,25231517,2024-06-23,47,0,Jessica Allen,Jessica Allen,https://lumendatabase.org/notices/42519711
S1 2024,footballwhispers.com,25253057,2024-06-23,42,0,Angela Zauner,Angela Zauner,https://lumendatabase.org/notices/42520837
S1 2024,footballwhispers.com,25228250,2024-06-23,33,8,Robert Hales,Robert Hales,https://lumendatabase.org/notices/42519545
S1 2024,observador.pt,25235106,2024-06-22,16,0,Julie Lynn,Julie Lynn,https://lumendatabase.org/notices/42493885
S1 2024,observador.pt,25221900,2024-06-22,48,10,Francesca Johnson,Francesca Johnson,https://lumendatabase.org/notices/42494265
S1 2024,observador.pt,25198598,2024-06-22,33,1,Anthony Mantis,Anthony Mantis,https://lumendatabase.org/notices/42491418
S1 2024,observador.pt,25246622,2024-06-22,53,6,Tonya Hall,Tonya Hall,https://lumendatabase.org/notices/42489868
S1 2024,observador.pt,25195005,2024-06-22,22,0,Stephanie Bond,Stephanie Bond,https://lumendatabase.org/notices/42492494
S1 2024,observador.pt,25210825,2024-06-22,53,8,Bryan Cabot,Bryan Cabot,https://lumendatabase.org/notices/42489910
S1 2024,observador.pt,25229570,2024-06-22,52,0,Holly Lynn,Holly Lynn,https://lumendatabase.org/notices/42492617
S1 2024,observador.pt,25250560,2024-06-22,25,6,Matthew Sterling,Matthew Sterling,https://lumendatabase.org/notices/42489870
S1 2024,footballwhispers.com,25233239,2024-06-22,43,6,Cheryl Rivera,Cheryl Rivera,https://lumendatabase.org/notices/42496627
S1 2024,footballwhispers.com,25233534,2024-06-22,38,1,Kathy Pearson,Kathy Pearson,https://lumendatabase.org/notices/42494599
S1 2024,footballwhispers.com,25239531,2024-06-22,22,10,Monica Rowe,Monica Rowe,https://lumendatabase.org/notices/42494573
S1 2024,footballwhispers.com,25240011,2024-06-22,13,3,Ivette Volta,Ivette Volta,https://lumendatabase.org/notices/42495603
S1 2024,footballwhispers.com,25215658,2024-06-22,47,4,Bridget Allen,Bridget Allen,https://lumendatabase.org/notices/42495123
S1 2024,footballwhispers.com,25227303,2024-06-22,41,4,Michelle Roberts,Michelle Roberts,https://lumendatabase.org/notices/42494471
S1 2024,footballwhispers.com,25244284,2024-06-22,52,14,Ashley Cunningham,Ashley Cunningham,https://lumendatabase.org/notices/42493120
S1 2024,footballwhispers.com,25241508,2024-06-22,55,0,Angela Xiang,Angela Xiang,https://lumendatabase.org/notices/42490111
S1 2024,footballwhispers.com,25246622,2024-06-22,53,6,Tonya Hall,Tonya Hall,https://lumendatabase.org/notices/42489868
S1 2024,footballwhispers.com,25241139,2024-06-22,55,16,Janet Fritz,Janet Fritz,https://lumendatabase.org/notices/42489917
S1 2024,footballwhispers.com,25231924,2024-06-22,17,0,Will Rico,Will Rico,https://lumendatabase.org/notices/42493332
S1 2024,footballwhispers.com,25206539,2024-06-22,27,0,Charlene Robbins,Charlene Robbins,https://lumendatabase.org/notices/42490116
S1 2024,footballwhispers.com,25207530,2024-06-22,35,0,Kelly Brewer,Kelly Brewer,https://lumendatabase.org/notices/42490304
S1 2024,footballwhispers.com,25199472,2024-06-22,41,3,Amy Dillard,Amy Dillard,https://lumendatabase.org/notices/42492539
S1 2024,footballwhispers.com,25209010,2024-06-22,39,15,Katherine Lee,Katherine Lee,https://lumendatabase.org/notices/42489924
S1 2024,footballwhispers.com,25203112,2024-06-22,29,3,Donnell Diggs,Donnell Diggs,https://lumendatabase.org/notices/42490002
S1 2024,footballwhispers.com,25199407,2024-06-22,30,0,Trey Garza,Trey Garza,https://lumendatabase.org/notices/42490719
S1 2024,footballwhispers.com,25205775,2024-06-22,46,14,David Hoelzle,David Hoelzle,https://lumendatabase.org/notices/42491636
S1 2024,footballwhispers.com,25250774,2024-06-22,27,6,Cynthia Davis,Cynthia Davis,https://lumendatabase.org/notices/42490739
S1 2024,sportsmole.co.uk,24713875,2024-05-28,9993,9486,Marefeat Ltd,"Dreamroom Productions, Inc",https://lumendatabase.org/notices/41868588
S1 2024,trivela.com.br,24386950,2024-05-12,579,538,MyMedia Agency,LIGUE 1,https://lumendatabase.org/notices/41474480
S1 2024,premierleaguebrasil.com.br,24386950,2024-05-12,579,538,MyMedia Agency,LIGUE 1,https://lumendatabase.org/notices/41474480
S1 2024,trivela.com.br,24383381,2024-05-11,81,50,MyMedia Agency,LIGUE 1,https://lumendatabase.org/notices/41462643
S1 2024,premierleaguebrasil.com.br,24383381,2024-05-11,81,50,MyMedia Agency,LIGUE 1,https://lumendatabase.org/notices/41462643
S1 2024,sportsmole.co.uk,24358090,2024-05-09,9957,6616,Marefeat Ltd,"Dreamroom Productions, Inc",https://lumendatabase.org/notices/55132697
S1 2024,mundodeportivo.com,22589713,2024-02-06,274,244,The Takedown,Danii Banks,https://lumendatabase.org/notices/39250300
S2 2023,vringe.com,21761939,2023-12-22,3,0,Okko,Okko,https://lumendatabase.org/notices/38302515
S2 2023,mundodeportivo.com,21636538,2023-12-16,69,18,RemoveLabs,Astridwett,https://lumendatabase.org/notices/38130065
S2 2023,mundodeportivo.com,21457923,2023-12-05,55,15,RemoveLabs,Astridwett,https://lumendatabase.org/notices/37908599
S2 2023,mundodeportivo.com,20967934,2023-11-10,444,94,Group-IB,ООО «Иви.ру»,https://lumendatabase.org/notices/37328547
S2 2023,mundodeportivo.com,20508659,2023-10-17,168,0,Peter Miller,Peter Miller,https://lumendatabase.org/notices/36785907
S2 2023,mundodeportivo.com,20406012,2023-10-13,102,79,mikayla demaiter,Mikayla Demaiter,https://lumendatabase.org/notices/36690308
S2 2023,mundodeportivo.com,20099719,2023-09-26,118,115,Bruqi OU,Annaceleste,https://lumendatabase.org/notices/36333023
S2 2023,mundodeportivo.com,19997693,2023-09-21,22,18,Arsenic,Business Manager,https://lumendatabase.org/notices/36232997
S2 2023,mundodeportivo.com,19790171,2023-09-11,189,108,mikayla demaiter,Mikayla Demaiter,https://lumendatabase.org/notices/35997040
S1 2023,mundodeportivo.com,18298665,2023-05-31,996,241,DMCA,dmca,https://lumendatabase.org/notices/34259694
S1 2023,alairelibre.cl,18237102,2023-05-26,43,6,Hemingways Solicitors Limited,Miss Harriet Robson,https://lumendatabase.org/notices/34185937
S1 2023,trivela.com.br,17706027,2023-04-20,1,0,Даниил Сухроб Тарара Илиев,Даниил Сухроб Тарара Илиев,https://lumendatabase.org/notices/33580454
S1 2023,footballwhispers.com,17714886,2023-04-20,1,0,Даниил Сухроб Тарара Илиев,Даниил Сухроб Тарара Илиев,https://lumendatabase.org/notices/33581071
S1 2023,footballwhispers.com,17723273,2023-04-20,1,0,Даниил Сухроб Тарара Илиев,Даниил Сухроб Тарара Илиев,https://lumendatabase.org/notices/33579506
S1 2023,footballwhispers.com,17628580,2023-04-13,1,0,Нина Фомина,Нина Фомина,https://lumendatabase.org/notices/33475741
S1 2023,sportsmole.co.uk,17539594,2023-04-06,13,11,"Irdeto USA, Inc.",The Confederación Sudamericana de Fútbol,https://lumendatabase.org/notices/33367924
S1 2023,alairelibre.cl,17368646,2023-03-24,484,0,Hemingways Solicitors Limited,Miss Harriet Robson,https://lumendatabase.org/notices/33160407
S1 2023,premierleaguebrasil.com.br,17166640,2023-03-06,1,0,PremierleagueBrasil,PremierleagueBrasil,https://lumendatabase.org/notices/32853318
S1 2023,premierleaguebrasil.com.br,17167551,2023-03-06,1,0,North Star Network,North Star Network,https://lumendatabase.org/notices/32853326
S1 2023,sportsmole.co.uk,16792949,2023-02-03,1497,953,DMCA Piracy Prevention Inc,Jamie Jones,https://lumendatabase.org/notices/30567499
S1 2023,mundodeportivo.com,16555715,2023-01-14,41,20,GEDOSAL,CEDRO,https://lumendatabase.org/notices/30302245
S2 2022,mundodeportivo.com,15744597,2022-10-29,3527,2282,DMCA Piracy Prevention Inc,Vanessa sierra,https://lumendatabase.org/notices/29328253
S2 2022,mundodeportivo.com,15744829,2022-10-29,3527,2282,DMCA Piracy Prevention Inc,Vanessa sierra,https://lumendatabase.org/notices/29328279
S2 2022,dailymercato.com,15689556,2022-10-24,2,0,MyMedia Agency,MyMedia Agency,https://lumendatabase.org/notices/29266454
S2 2022,sportsmole.co.uk,15450316,2022-09-29,101,77,Smart Protection,MOLICOPI SL,https://lumendatabase.org/notices/28977951
S2 2022,sportsmole.co.uk,15445268,2022-09-28,76,50,Smart Protection,MOLICOPI SL,https://lumendatabase.org/notices/28967943
S2 2022,sportsmole.co.uk,15416715,2022-09-26,50,38,Smart Protection,Entertainment One UK Limited,https://lumendatabase.org/notices/28941014
S2 2022,dailymercato.com,15169980,2022-09-01,5,0,Athletia Sports GmbH,DFL Deutsche Fussball Liga e.V.,https://lumendatabase.org/notices/28640517
S2 2022,footballwhispers.com,14716460,2022-08-09,10,7,OpSec Security Online,Dareos Ltd.,https://lumendatabase.org/notices/28094387
S2 2022,footballwhispers.com,14845881,2022-07-26,1,1,riobet-com.com,RIOTECH N.V.,https://lumendatabase.org/notices/28248237
S1 2022,soccernet.ng,14395389,2022-06-02,1,0,All Nigeria Soccer,All Nigeria Soccer,https://lumendatabase.org/notices/27711454
S1 2022,vringe.com,14352843,2022-05-27,9,4,Star Media LLC,VGTRK,https://lumendatabase.org/notices/27654670
S1 2022,vringe.com,14322212,2022-05-22,11,3,Star Media LLC,VGTRK,https://lumendatabase.org/notices/27606921
S1 2022,basketusa.com,13918104,2022-05-11,6,1,Eureka Presse,Eureka Presse,https://lumendatabase.org/notices/27094784
S2 2021,mundodeportivo.com,13057369,2021-12-02,117,77,"McCandless Group, LLC","McCandless Group, LLC",https://lumendatabase.org/notices/26268997
S2 2021,mundodeportivo.com,12777149,2021-10-30,330,312,"McCandless Group, LLC","McCandless Group, LLC",https://lumendatabase.org/notices/25604459
S2 2021,soccernet.ng,12558603,2021-10-05,1,0,Allnigeriasoccer.com,Allnigeriasoccer.com,https://lumendatabase.org/notices/25349226
S2 2021,vringe.com,12270812,2021-10-01,57,8,Group-IB,"ООО ""А сериал""",https://lumendatabase.org/notices/25038112
S2 2021,vringe.com,12235669,2021-09-23,6,0,Group-IB,"ООО ""А сериал""",https://lumendatabase.org/notices/24964909
S2 2021,vringe.com,12171020,2021-09-16,37,7,Group-IB,"ООО ""А сериал""",https://lumendatabase.org/notices/24884919
S2 2021,vringe.com,12340108,2021-09-08,36,1,Group-IB,"ООО ""А сериал""",https://lumendatabase.org/notices/25080985
S2 2021,vringe.com,12319197,2021-09-06,26,8,Group-IB,"ООО ""А сериал""",https://lumendatabase.org/notices/25061570
S2 2021,vringe.com,12310994,2021-09-05,21,6,Group-IB,"ООО ""А сериал""",https://lumendatabase.org/notices/25052553
S2 2021,vringe.com,12304086,2021-09-04,178,18,Group-IB,АО «Телекомпания НТВ»,https://lumendatabase.org/notices/25047781
S2 2021,lakersbrasil.com,12230772,2021-08-25,99,48,Toomics Global,Toomics Global,https://lumendatabase.org/notices/24952152
S2 2021,lakersbrasil.com,12209817,2021-08-25,82,0,Toomics Global,"Toomics Global Co.,Ltd.",https://lumendatabase.org/notices/24950502
S2 2021,vringe.com,11939485,2021-08-16,8,0,Group-IB,ООО «М3»,https://lumendatabase.org/notices/24591361
S2 2021,lakersbrasil.com,12014972,2021-07-29,354,0,Toomics Global,"Toomics Global Co.,Ltd.",https://lumendatabase.org/notices/24682496
S2 2021,lakersbrasil.com,11989873,2021-07-27,158,0,Toomics Global,"Toomics Global Co.,Ltd.",https://lumendatabase.org/notices/24657083
S2 2021,vringe.com,12001264,2021-07-27,159,22,Group-IB,ООО «М3»,https://lumendatabase.org/notices/24660010
S2 2021,vringe.com,11985840,2021-07-26,34,7,Group-IB,"ООО ""А сериал""",https://lumendatabase.org/notices/24649733
S2 2021,mundodeportivo.com,11927842,2021-07-18,24,14,"McCandless Group, LLC","McCandless Group, LLC",https://lumendatabase.org/notices/24576228
S2 2021,mundodeportivo.com,11800728,2021-07-01,782,0,"Toomics Global Co.,Ltd.","Toomics Global Co.,Ltd.",https://lumendatabase.org/notices/24414782
S2 2021,mundodeportivo.com,11798095,2021-07-01,817,0,"Toomics Global Co.,Ltd.","Toomics Global Co.,Ltd.",https://lumendatabase.org/notices/24414297
S2 2021,observador.pt,11786207,2021-07-01,213,0,"Toomics Global Co.,Ltd.","Toomics Global Co.,Ltd.",https://lumendatabase.org/notices/24414626
S2 2021,observador.pt,11790770,2021-07-01,999,0,"Toomics Global Co.,Ltd.","Toomics Global Co.,Ltd.",https://lumendatabase.org/notices/24414192
S2 2021,trivela.com.br,11796559,2021-07-01,1000,0,"Toomics Global Co.,Ltd.","Toomics Global Co.,Ltd.",https://lumendatabase.org/notices/24413994
S2 2021,sportsmole.co.uk,11787556,2021-07-01,431,0,"Toomics Global Co.,Ltd.","Toomics Global Co.,Ltd.",https://lumendatabase.org/notices/24413517
S1 2021,sportsmole.co.uk,11487048,2021-05-26,631,284,Athletia Sports GmbH,DFL Deutsche Fussball Liga e.V.,https://lumendatabase.org/notices/23902729
S1 2021,sportsmole.co.uk,11487520,2021-05-26,560,58,Athletia Sports GmbH,DFL Deutsche Fussball Liga e.V.,https://lumendatabase.org/notices/23902271
S1 2021,sportsmole.co.uk,11483817,2021-05-26,631,92,Athletia Sports GmbH,DFL Deutsche Fussball Liga e.V.,https://lumendatabase.org/notices/23902730
S1 2021,sportsmole.co.uk,11486906,2021-05-26,654,44,Athletia Sports GmbH,DFL Deutsche Fussball Liga e.V.,https://lumendatabase.org/notices/23902212
S1 2021,sportsmole.co.uk,11487044,2021-05-26,685,70,Athletia Sports GmbH,DFL Deutsche Fussball Liga e.V.,https://lumendatabase.org/notices/23902743
S1 2021,sportsmole.co.uk,11495040,2021-05-26,206,1,Athletia Sports GmbH,DFL Deutsche Fussball Liga e.V.,https://lumendatabase.org/notices/23902655
S1 2021,sportsmole.co.uk,11494970,2021-05-26,644,138,Athletia Sports GmbH,DFL Deutsche Fussball Liga e.V.,https://lumendatabase.org/notices/23902728
S1 2021,sportsmole.co.uk,11485399,2021-05-26,726,1,Athletia Sports GmbH,DFL Deutsche Fussball Liga e.V.,https://lumendatabase.org/notices/23902727
S1 2021,sportsmole.co.uk,11477292,2021-05-26,463,9,Athletia Sports GmbH,DFL Deutsche Fussball Liga e.V.,https://lumendatabase.org/notices/23902124
S1 2021,sportsmole.co.uk,11482661,2021-05-26,663,0,Athletia Sports GmbH,DFL Deutsche Fussball Liga e.V.,https://lumendatabase.org/notices/23902726
S1 2021,sportsmole.co.uk,11484829,2021-05-26,778,0,Athletia Sports GmbH,DFL Deutsche Fussball Liga e.V.,https://lumendatabase.org/notices/23902127
S1 2021,sportsmole.co.uk,11481643,2021-05-26,530,0,Athletia Sports GmbH,DFL Deutsche Fussball Liga e.V.,https://lumendatabase.org/notices/23902282
S1 2021,sportsmole.co.uk,11478639,2021-05-26,708,251,Athletia Sports GmbH,DFL Deutsche Fussball Liga e.V.,https://lumendatabase.org/notices/23902279
S1 2021,sportsmole.co.uk,11483700,2021-05-26,476,0,Athletia Sports GmbH,DFL Deutsche Fussball Liga e.V.,https://lumendatabase.org/notices/23902098
S1 2021,sportsmole.co.uk,11482115,2021-05-26,703,0,Athletia Sports GmbH,DFL Deutsche Fussball Liga e.V.,https://lumendatabase.org/notices/23902096
S1 2021,sportsmole.co.uk,11482512,2021-05-26,766,0,Athletia Sports GmbH,DFL Deutsche Fussball Liga e.V.,https://lumendatabase.org/notices/23902285
S1 2021,sportsmole.co.uk,11450187,2021-05-21,605,0,Athletia Sports GmbH,DFL Deutsche Fussball Liga e.V.,https://lumendatabase.org/notices/23859629
S1 2021,sportsmole.co.uk,11450878,2021-05-21,761,651,Athletia Sports GmbH,DFL Deutsche Fussball Liga e.V.,https://lumendatabase.org/notices/23859800
S1 2021,sportsmole.co.uk,11449117,2021-05-21,346,177,Athletia Sports GmbH,DFL Deutsche Fussball Liga e.V.,https://lumendatabase.org/notices/23859633
S1 2021,vringe.com,11375352,2021-05-12,23,8,Group-IB,ООО «М3»,https://lumendatabase.org/notices/23766438
S1 2021,sportsmole.co.uk,10557098,2021-01-13,569,258,Liga Nacional de Fútbol Profesional,Liga Nacional de Fútbol Profesional,https://lumendatabase.org/notices/22745574
S2 2020,sportsmole.co.uk,9712979,2020-08-25,261,137,Liga Nacional de Fútbol Profesional,Liga Nacional de Fútbol Profesional,https://lumendatabase.org/notices/21684030
S2 2020,sportsmole.co.uk,9560089,2020-07-21,253,205,Liga Nacional de Fútbol Profesional,Liga Nacional de Fútbol Profesional,https://lumendatabase.org/notices/21486956
S1 2020,vringe.com,8856228,2020-03-01,9,5,Group-IB,"ОАО ""Первый канал """,https://lumendatabase.org/notices/20195960
S1 2020,sportsmole.co.uk,8740690,2020-02-18,44,14,Comsec Investigations Limited,Sky UK Limited,https://lumendatabase.org/notices/20122158
S1 2020,sportsmole.co.uk,8729244,2020-01-29,43,0,Comsec Investigations Limited,Sky UK Limited,https://lumendatabase.org/notices/19991949
S1 2020,sportsmole.co.uk,8724908,2020-01-28,41,27,Comsec Investigations Limited,Sky UK Limited,https://lumendatabase.org/notices/19985511
